DATE,DRUG,COUNT,OUTCOME,PRR,ROR
20130701,1112807,0.0,35809076,0E-10,0E-10
20130801,1112807,0.0,35809076,0E-10,0E-10
20130901,1112807,0.0,35809076,0E-10,0E-10
20131001,1112807,0.0,35809076,0E-10,0E-10
20131101,1112807,0.0,35809076,0E-10,0E-10
20131201,1112807,0.0,35809076,0E-10,0E-10
20140101,1112807,0.0,35809076,0E-10,0E-10
20140210,1112807,0.0,35809076,0E-10,0E-10
20140310,1112807,0.0,35809076,0E-10,0E-10
20140401,1112807,0.0,35809076,0E-10,0E-10
20140501,1112807,0.0,35809076,0E-10,0E-10
20140601,1112807,0.0,35809076,0E-10,0E-10
20140701,1112807,0.0,35809076,0E-10,0E-10
20140801,1112807,0.0,35809076,0E-10,0E-10
20140901,1112807,0.0,35809076,0E-10,0E-10
20141001,1112807,0.0,35809076,0E-10,0E-10
20141101,1112807,0.0,35809076,0E-10,0E-10
20141201,1112807,0.0,35809076,0E-10,0E-10
20150101,1112807,0.0,35809076,0E-10,0E-10
20150210,1112807,0.0,35809076,0E-10,0E-10
20150310,1112807,0.0,35809076,0E-10,0E-10
20150401,1112807,0.0,35809076,0E-10,0E-10
20150501,1112807,0.0,35809076,0E-10,0E-10
20150601,1112807,0.0,35809076,0E-10,0E-10
20150701,1112807,0.0,35809076,0E-10,0E-10
20150801,1112807,0.0,35809076,0E-10,0E-10
20150901,1112807,0.0,35809076,0E-10,0E-10
20151001,1112807,0.0,35809076,0E-10,0E-10
20151101,1112807,0.0,35809076,0E-10,0E-10
20151201,1112807,0.0,35809076,0E-10,0E-10
20160101,1112807,0.0,35809076,0E-10,0E-10
20160210,1112807,0.0,35809076,0E-10,0E-10
20160310,1112807,0.0,35809076,0E-10,0E-10
20160401,1112807,0.0,35809076,0E-10,0E-10
20160501,1112807,0.0,35809076,0E-10,0E-10
20160601,1112807,0.0,35809076,0E-10,0E-10
20160701,1112807,0.0,35809076,0E-10,0E-10
20160801,1112807,0.0,35809076,0E-10,0E-10
20160901,1112807,0.0,35809076,0E-10,0E-10
20161001,1112807,0.0,35809076,0E-10,0E-10
20161101,1112807,0.0,35809076,0E-10,0E-10
20161201,1112807,0.0,35809076,0E-10,0E-10
20170101,1112807,0.0,35809076,0E-10,0E-10
20170210,1112807,0.0,35809076,0E-10,0E-10
20170310,1112807,0.0,35809076,0E-10,0E-10
20170401,1112807,0.0,35809076,0E-10,0E-10
20170501,1112807,0.0,35809076,0E-10,0E-10
20170601,1112807,0.0,35809076,0E-10,0E-10
20170701,1112807,0.0,35809076,0E-10,0E-10
20170801,1112807,0.0,35809076,0E-10,0E-10
20170901,1112807,0.0,35809076,0E-10,0E-10
20171001,1112807,0.0,35809076,0E-10,0E-10
20171101,1112807,0.0,35809076,0E-10,0E-10
20171201,1112807,0.0,35809076,0E-10,0E-10
20180101,1112807,0.0,35809076,0E-10,0E-10
20180210,1112807,0.0,35809076,0E-10,0E-10
20180310,1112807,0.0,35809076,0E-10,0E-10
20180401,1112807,0.0,35809076,0E-10,0E-10
20180501,1112807,0.0,35809076,0E-10,0E-10
20180601,1112807,0.0,35809076,0E-10,0E-10
20180701,1112807,0.0,35809076,0E-10,0E-10
20180801,1112807,0.0,35809076,0E-10,0E-10
20180901,1112807,0.0,35809076,0E-10,0E-10
20181001,1112807,0.0,35809076,0E-10,0E-10
20181101,1112807,0.0,35809076,0E-10,0E-10
20181201,1112807,0.0,35809076,0E-10,0E-10
