DATE,DRUG,COUNT,OUTCOME,PRR,ROR
20080601,984232,18.0,36918942,27.4880394507,27.4880394507
20080701,984232,18.0,36918942,27.4880394507,27.4880394507
20080801,984232,18.0,36918942,27.4880394507,27.4880394507
20080901,984232,18.0,36918942,27.4880394507,27.4880394507
20081001,984232,18.0,36918942,27.4880394507,27.4880394507
20081101,984232,18.0,36918942,27.4880394507,27.4880394507
20081201,984232,18.0,36918942,27.4880394507,27.4880394507
20090101,984232,18.0,36918942,27.4880394507,27.4880394507
20090210,984232,18.0,36918942,27.4880394507,27.4880394507
20090310,984232,18.0,36918942,27.4880394507,27.4880394507
20090401,984232,18.0,36918942,27.4880394507,27.4880394507
20090501,984232,18.0,36918942,27.4880394507,27.4880394507
20090601,984232,18.0,36918942,27.4880394507,27.4880394507
20090701,984232,18.0,36918942,27.4880394507,27.4880394507
20090801,984232,18.0,36918942,27.4880394507,27.4880394507
20090901,984232,18.0,36918942,27.4880394507,27.4880394507
20091001,984232,18.0,36918942,27.4880394507,27.4880394507
20091101,984232,18.0,36918942,27.4880394507,27.4880394507
20091201,984232,18.0,36918942,27.4880394507,27.4880394507
20100101,984232,18.0,36918942,27.4880394507,27.4880394507
20100210,984232,18.0,36918942,27.4880394507,27.4880394507
20100310,984232,18.0,36918942,27.4880394507,27.4880394507
20100401,984232,18.0,36918942,27.4880394507,27.4880394507
20100501,984232,18.0,36918942,27.4880394507,27.4880394507
20100601,984232,18.0,36918942,27.4880394507,27.4880394507
20100701,984232,18.0,36918942,27.4880394507,27.4880394507
20100801,984232,18.0,36918942,27.4880394507,27.4880394507
20100901,984232,18.0,36918942,27.4880394507,27.4880394507
20101001,984232,18.0,36918942,27.4880394507,27.4880394507
20101101,984232,18.0,36918942,27.4880394507,27.4880394507
20101201,984232,18.0,36918942,27.4880394507,27.4880394507
20120101,984232,18.0,36918942,27.4880394507,27.4880394507
20120210,984232,18.0,36918942,27.4883663906,27.4883663906
20120310,984232,18.0,36918942,27.4890202703,27.4890202703
20120401,984232,18.0,36918942,27.4916357890,27.4916357890
20120501,984232,18.0,36918942,27.3721219130,27.3721219130
20120601,984232,18.0,36918942,27.3938320738,27.3938320738
20120701,984232,18.0,36918942,27.4315605929,27.4315605929
20120801,984232,18.0,36918942,26.3380924841,26.3380924841
20120901,984232,18.0,36918942,26.0619021523,26.0619021523
20121001,984232,18.0,36918942,23.0636098407,23.0636098407
20121101,984232,18.0,36918942,19.1209613375,19.1209613375
20121201,984232,18.0,36918942,18.2159355796,18.2159355796
20130701,984232,21.0,36918942,12.8629246393,12.8629246393
20130801,984232,22.0,36918942,13.1154784679,13.1154784679
20130901,984232,23.0,36918942,13.0856416930,13.0856416930
20131001,984232,26.0,36918942,14.1114934691,14.1114934691
20131101,984232,27.0,36918942,14.1933615869,14.1933615869
20131201,984232,28.0,36918942,14.4106529544,14.4106529544
20140101,984232,34.0,36918942,16.6453227660,16.6453227660
20140210,984232,34.0,36918942,15.9082395433,15.9082395433
20140310,984232,38.0,36918942,17.0364618200,17.0364618200
20140401,984232,42.0,36918942,18.4041046618,18.4041046618
20140501,984232,42.0,36918942,17.4899624047,17.4899624047
20140601,984232,45.0,36918942,17.2776161363,17.2776161363
20140701,984232,53.0,36918942,19.7858820812,19.7858820812
20140801,984232,57.0,36918942,19.9926180926,19.9926180926
20140901,984232,59.0,36918942,20.3728118721,20.3728118721
20141001,984232,66.0,36918942,21.8426859693,21.8426859693
20141101,984232,67.0,36918942,21.3433500095,21.3433500095
20141201,984232,70.0,36918942,21.8917687711,21.8917687711
20150101,984232,81.0,36918942,24.7322491198,24.7322491198
20150210,984232,82.0,36918942,23.8945198718,23.8945198718
20150310,984232,99.0,36918942,26.5088818413,26.5088818413
20150401,984232,111.0,36918942,29.2033301542,29.2033301542
20150501,984232,114.0,36918942,28.5481446332,28.5481446332
20150601,984232,114.0,36918942,28.2756553098,28.2756553098
20150701,984232,120.0,36918942,28.7730962636,28.7730962636
20150801,984232,122.0,36918942,28.2968363761,28.2968363761
20150901,984232,124.0,36918942,27.8556900713,27.8556900713
20151001,984232,125.0,36918942,26.7653643601,26.7653643601
20151101,984232,127.0,36918942,26.6690659698,26.6690659698
20151201,984232,128.0,36918942,26.8917882218,26.8917882218
20160101,984232,129.0,36918942,26.8457157649,26.8457157649
20160210,984232,129.0,36918942,26.1041714468,26.1041714468
20160310,984232,132.0,36918942,26.1823993031,26.1823993031
20160401,984232,137.0,36918942,26.2526482788,26.2526482788
20160501,984232,141.0,36918942,26.1685546999,26.1685546999
20160601,984232,145.0,36918942,26.7395911004,26.7395911004
20160701,984232,148.0,36918942,26.9752209142,26.9752209142
20160801,984232,167.0,36918942,28.4158794372,28.4158794372
20160901,984232,168.0,36918942,28.1115227617,28.1115227617
20161001,984232,171.0,36918942,28.2703683937,28.2703683937
20161101,984232,174.0,36918942,28.3684871237,28.3684871237
20161201,984232,176.0,36918942,28.5704525799,28.5704525799
20170101,984232,177.0,36918942,28.6075681068,28.6075681068
20170210,984232,183.0,36918942,29.0422552156,29.0422552156
20170310,984232,186.0,36918942,28.4672456788,28.4672456788
20170401,984232,187.0,36918942,28.5327627953,28.5327627953
20170501,984232,192.0,36918942,26.7140445494,26.7140445494
20170601,984232,195.0,36918942,25.8854546216,25.8854546216
20170701,984232,197.0,36918942,26.0844104964,26.0844104964
20170801,984232,200.0,36918942,25.9634593291,25.9634593291
20170901,984232,202.0,36918942,26.1859874028,26.1859874028
20171001,984232,202.0,36918942,26.1244340759,26.1244340759
20171101,984232,202.0,36918942,26.1508383000,26.1508383000
20171201,984232,202.0,36918942,26.0929629103,26.0929629103
20180101,984232,205.0,36918942,26.3776486191,26.3776486191
20180210,984232,205.0,36918942,26.3776486191,26.3776486191
20180310,984232,205.0,36918942,26.3776486191,26.3776486191
20180401,984232,205.0,36918942,26.3776486191,26.3776486191
20180501,984232,205.0,36918942,26.3776486191,26.3776486191
20180601,984232,205.0,36918942,26.3776486191,26.3776486191
20180701,984232,205.0,36918942,26.3776486191,26.3776486191
20180801,984232,205.0,36918942,26.3776486191,26.3776486191
20180901,984232,205.0,36918942,26.3776486191,26.3776486191
20181001,984232,205.0,36918942,26.3776486191,26.3776486191
20181101,984232,205.0,36918942,26.3776486191,26.3776486191
20181201,984232,205.0,36918942,26.3776486191,26.3776486191
